Any,Categoria,Peli,Nominat,Guanyador,CategoriaNet,NominatNom,Sexe
2017,Best Screenplay (Millor Guió),El rey tuerto,Marc Crehuet,FALSE,Millor Guió,Marc,Home
2016,Best Animated Feature (Millor Pel·lícula d'Animació),Atrapa la bandera,Neil Landau,TRUE,Millor Pel·lícula d'Animació,Neil,Home
2017,Best Short Film (Millor Curtmetratge),Timecode,Pere Altimira,TRUE,Millor Curtmetratge,Pere,Home
2017,Best Short Film (Millor Curtmetratge),En la azotea,Damià Serra Cauchetiez,FALSE,Millor Curtmetratge,Damia,Home
2017,Best Short Film (Millor Curtmetratge),En la azotea,Miguel Casanova,FALSE,Millor Curtmetratge,Miguel,Home
2017,Best Short Film (Millor Curtmetratge),Graffiti,Lluís Quílez,FALSE,Millor Curtmetratge,Lluis,Home
2017,Best Short Film (Millor Curtmetratge),Graffiti,Ester Velasco,FALSE,Millor Curtmetratge,Ester,Dona
2017,Best Short Film (Millor Curtmetratge),Graffiti,Cristian Guijarro,FALSE,Millor Curtmetratge,Cristian,Home
2017,Best Short Film (Millor Curtmetratge),Tiger,Aina Clotet,FALSE,Millor Curtmetratge,Aina,Dona
2017,Best Sound (Millor So),Un monstruo viene a verme,Oriol Tarragó,TRUE,Millor So,Oriol,Home
2017,Best Sound (Millor So),Un monstruo viene a verme,Peter Glossop,TRUE,Millor So,Peter,Home
2017,Best Sound (Millor So),Un monstruo viene a verme,Marc Orts,TRUE,Millor So,Marc,Home
2017,Best Sound (Millor So),100 metros,Marc Orts,FALSE,Millor So,Marc,Home
2017,Best Sound (Millor So),100 metros,Carlos Alberto Lopes,FALSE,Millor So,Carlos,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Tadeo Jones 2: El secreto del Rey Midas,Neil Landau,TRUE,Millor Pel·lícula d'Animació,Neil,Home
2017,Best Sound (Millor So),Cerca de tu casa,Albert Manera,FALSE,Millor So,Albert,Home
2017,Best Sound (Millor So),Cerca de tu casa,Xavier Mas,FALSE,Millor So,Xavier,Home
2017,Best Sound (Millor So),La próxima piel,Alejandro Castillo,FALSE,Millor So,Alejandro,Home
2017,Best Sound (Millor So),La próxima piel,Amanda Villavieja,FALSE,Millor So,Amanda,Dona
2017,Best Sound (Millor So),La próxima piel,Denis Séchaud,FALSE,Millor So,Denis,Home
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),"Ebre, del bressol a la batalla",Román Parrado,TRUE,Millor Pel·lícula per a Televisió,Roman,Home
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),"Ebre, del bressol a la batalla",Eduard Sola,TRUE,Millor Pel·lícula per a Televisió,Eduard,Home
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),"Fassman, el increíble hombre radar",Joaquín Oristrell,FALSE,Millor Pel·lícula per a Televisió,Joaquin,Home
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),"Fassman, el increíble hombre radar",Anna Llauradó,FALSE,Millor Pel·lícula per a Televisió,Anna,Dona
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),La Xirgu,Sílvia Quer,FALSE,Millor Pel·lícula per a Televisió,Silvia,Dona
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),La Xirgu,Margarita Melgar,FALSE,Millor Pel·lícula per a Televisió,Margarita,Dona
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),Laia,Lluís Danés,FALSE,Millor Pel·lícula per a Televisió,Lluis,Home
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),Laia,Lluís Arcarazo,FALSE,Millor Pel·lícula per a Televisió,Lluis,Home
2017,Best TV-Movie (Millor Pel·lícula per a Televisió),Laia,María Jaén,FALSE,Millor Pel·lícula per a Televisió,Maria,Dona
2017,Best Visual Effects (Millors Efectes Visuals),Un monstruo viene a verme,Félix Bergés,TRUE,Millors Efectes Visuals,Felix,Home
2017,Best Visual Effects (Millors Efectes Visuals),Un monstruo viene a verme,Pau Costa,TRUE,Millors Efectes Visuals,Pau,Home
2017,Best Visual Effects (Millors Efectes Visuals),Un monstruo viene a verme,David Martí,TRUE,Millors Efectes Visuals,David,Home
2017,Best Visual Effects (Millors Efectes Visuals),Un monstruo viene a verme,Montse Ribé,TRUE,Millors Efectes Visuals,Montse,Dona
2017,Best Visual Effects (Millors Efectes Visuals),100 metros,Àlex Villagrasa,FALSE,Millors Efectes Visuals,Alex,Home
2017,Best Visual Effects (Millors Efectes Visuals),El elegido,Lluís Castells,FALSE,Millors Efectes Visuals,Lluis,Home
2017,Best Visual Effects (Millors Efectes Visuals),Toro,Rafael Galdó,FALSE,Millors Efectes Visuals,Rafael,Home
2018,Audience Award (Premi del Públic),La llamada,Javier Ambrossi,TRUE,Premi del Públic,Javier,Home
2018,Audience Award (Premi del Públic),La llamada,Javier Calvo,TRUE,Premi del Públic,Javier,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Tadeo Jones 2: El secreto del Rey Midas,Enrique Gato,TRUE,Millor Pel·lícula d'Animació,Enrique,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Tadeo Jones 2: El secreto del Rey Midas,David Alonso,TRUE,Millor Pel·lícula d'Animació,David,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Tadeo Jones 2: El secreto del Rey Midas,Jordi Gasull,TRUE,Millor Pel·lícula d'Animació,Jordi,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Tadeo Jones 2: El secreto del Rey Midas,Javier López Barreira,TRUE,Millor Pel·lícula d'Animació,Javier,Home
2010,Best Sound (Millor So),The Frost (La escarcha),Ola Apenes,FALSE,Millor So,Ola,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Deep,Julio Soto Gurpide,FALSE,Millor Pel·lícula d'Animació,Julio,Home
2018,Best Animated Feature (Millor Pel·lícula d'Animació),Deep,Jose Tatay,FALSE,Millor Pel·lícula d'Animació,Jose,Home
2016,Best European Film (Millor Pel·lícula Europea),Viaje a Sils Maria,Olivier Assayas,FALSE,Millor Pel·lícula Europea,Olivier,Home
2018,Best Art Direction (Millor Direcció Artística),La librería,Llorenç Miquel,TRUE,Millor Direcció Artística,Llorenc,Home
2018,Best Art Direction (Millor Direcció Artística),Incierta gloria,Ana Alvargonzález,FALSE,Millor Direcció Artística,Ana,Dona
2013,Best European Film (Millor Pel·lícula Europea),Intocable,Olivier Nakache,FALSE,Millor Pel·lícula Europea,Olivier,Home
2018,Best Art Direction (Millor Direcció Artística),Verano 1993,Mónica Bernuy,FALSE,Millor Direcció Artística,Monica,Dona
2018,Best Cinematography (Millor Fotografia),Incierta gloria,Josep M. Civit,TRUE,Millor Fotografia,Josep,Home
2018,Best Female Lead (Millor Protagonista Femenina),Tierra firme,Oona Chaplin,FALSE,Millor Protagonista Femenina,Oona,Dona
2013,Best Costume Design (Millor Vestuari),Blancanieves,Paco Delgado,TRUE,Millor Vestuari,Paco,Home
2018,Best Cinematography (Millor Fotografia),Verano 1993,Santiago Racaj,FALSE,Millor Fotografia,Santiago,Home
2018,Best Costume Design (Millor Vestuari),Incierta gloria,Mercè Paloma,TRUE,Millor Vestuari,Merce,Dona
2018,Best Costume Design (Millor Vestuari),La librería,Mercè Paloma,FALSE,Millor Vestuari,Merce,Dona
2013,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),[Rec]³: Génesis,Paco Plaza,FALSE,Millor Pel·lícula en llengua no catalana,Paco,Home
2018,Best Costume Design (Millor Vestuari),Verano 1993,Anna Aguilà,FALSE,Millor Vestuari,Anna,Dona
2019,Best Animated Feature (Millor Pel·lícula d'Animació),Memorias de un hombre en pijama,Paco Roca,TRUE,Millor Pel·lícula d'Animació,Paco,Home
2018,Best Documentary (Millor Pel·lícula Documental),Clase valiente,Victor Alonso-Berbel,FALSE,Millor Pel·lícula Documental,Victor,Home
2018,Best Documentary (Millor Pel·lícula Documental),Clase valiente,Borja Barrera Allué,FALSE,Millor Pel·lícula Documental,Borja,Home
2018,Best Documentary (Millor Pel·lícula Documental),Clase valiente,Jan Matheu,FALSE,Millor Pel·lícula Documental,Jan,Home
2018,Best Documentary (Millor Pel·lícula Documental),Lesa humanitat,Héctor Faver,FALSE,Millor Pel·lícula Documental,Hector,Home
2018,Best Documentary (Millor Pel·lícula Documental),Sasha,Fèlix Colomer Vallès,FALSE,Millor Pel·lícula Documental,Felix,Home
2018,Best European Film (Millor Pel·lícula Europea),Dunkerque,Christopher Nolan,TRUE,Millor Pel·lícula Europea,Christopher,Home
2018,Best European Film (Millor Pel·lícula Europea),La tortuga roja,Michael Dudok de Wit,FALSE,Millor Pel·lícula Europea,Michael,Home
2018,Best European Film (Millor Pel·lícula Europea),Lady Macbeth,William Oldroyd,FALSE,Millor Pel·lícula Europea,William,Home
2018,Best European Film (Millor Pel·lícula Europea),Lady Macbeth,Alice Birch,FALSE,Millor Pel·lícula Europea,Alice,Dona
2018,Best European Film (Millor Pel·lícula Europea),Toni Erdmann,Maren Ade,FALSE,Millor Pel·lícula Europea,Maren,Dona
2018,Best Female Lead (Millor Protagonista Femenina),Incierta gloria,Núria Prims,TRUE,Millor Protagonista Femenina,Nuria,Dona
2018,Best Female Lead (Millor Protagonista Femenina),Brava,Laia Marull,FALSE,Millor Protagonista Femenina,Laia,Dona
2018,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Abracadabra,Paco Rodríguez Frías,FALSE,Millor Maquillatge i Perruqueria,Paco,Home
2018,Best Female Lead (Millor Protagonista Femenina),Verano 1993,Laia Artigas,FALSE,Millor Protagonista Femenina,Laia,Dona
2018,Best Film (Millor Pel·lícula),Verano 1993,Carla Simón,TRUE,Millor Pel·lícula,Carla,Dona
2018,Best Film (Millor Pel·lícula),Brava,Roser Aguilar,FALSE,Millor Pel·lícula,Roser,Dona
2018,Best Film (Millor Pel·lícula),Brava,Alejandro Hernández,FALSE,Millor Pel·lícula,Alejandro,Home
2018,Best Film (Millor Pel·lícula),Incierta gloria,Agustí Villaronga,FALSE,Millor Pel·lícula,Agusti,Home
2018,Best Film (Millor Pel·lícula),Incierta gloria,Coral Cruz,FALSE,Millor Pel·lícula,Coral,Dona
2018,Best Film (Millor Pel·lícula),La película de nuestra vida,Enrique Baró Ubach,FALSE,Millor Pel·lícula,Enrique,Home
2018,Best Film Editing (Millor Muntatge),Verano 1993,Ana Pfaff,TRUE,Millor Muntatge,Ana,Dona
2018,Best Film Editing (Millor Muntatge),Verano 1993,Didac Palou,TRUE,Millor Muntatge,Didac,Home
2018,Best Film Editing (Millor Muntatge),Incierta gloria,Raúl Román,FALSE,Millor Muntatge,Raul,Home
2018,Best Film Editing (Millor Muntatge),Júlia ist,Ariadna Ribas,FALSE,Millor Muntatge,Ariadna,Dona
2018,Best Film Editing (Millor Muntatge),Júlia ist,Diana Toucedo,FALSE,Millor Muntatge,Diana,Dona
2018,Best Film Editing (Millor Muntatge),La librería,Bernat Aragonés,FALSE,Millor Muntatge,Bernat,Home
2018,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Incierta gloria,Alma Casal,TRUE,Millor Maquillatge i Perruqueria,Alma,Dona
2020,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Elisa y Marcela,Paco Rodríguez Frías,FALSE,Millor Maquillatge i Perruqueria,Paco,Home
2011,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Lope,Paco Rodríguez H.,FALSE,Millor Maquillatge i Perruqueria,Paco,Home
2018,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),La librería,Montse Sanfeliu,FALSE,Millor Maquillatge i Perruqueria,Montse,Dona
2018,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),La librería,Laura Vacas,FALSE,Millor Maquillatge i Perruqueria,Laura,Dona
2018,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Verano 1993,Pilar Guillem,FALSE,Millor Maquillatge i Perruqueria,Pilar,Dona
2018,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Verano 1993,Marta Arce,FALSE,Millor Maquillatge i Perruqueria,Marta,Dona
2018,Best Male Lead (Millor Protagonista Masculí),Tierra firme,David Verdaguer,TRUE,Millor Protagonista Masculí,David,Home
2018,Best Male Lead (Millor Protagonista Masculí),Abracadabra,Antonio de la Torre,FALSE,Millor Protagonista Masculí,Antonio,Home
2018,Best Male Lead (Millor Protagonista Masculí),Incierta gloria,Marcel Borràs,FALSE,Millor Protagonista Masculí,Marcel,Home
2018,Best Male Lead (Millor Protagonista Masculí),Nieve negra,Ricardo Darín,FALSE,Millor Protagonista Masculí,Ricardo,Home
2018,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Tierra firme,Carlos Marques-Marcet,TRUE,Millor Pel·lícula en llengua no catalana,Carlos,Home
2016,Best Makeup and Hairstyles (Millor Maquillatge i Perruqueria),Nadie quiere la noche,Paco Rodríguez H.,TRUE,Millor Maquillatge i Perruqueria,Paco,Home
2018,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Júlia ist,Elena Martín,FALSE,Millor Pel·lícula en llengua no catalana,Elena,Dona
2018,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Júlia ist,Marta Cruañas,FALSE,Millor Pel·lícula en llengua no catalana,Marta,Dona
2018,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Júlia ist,Pol Rebaque,FALSE,Millor Pel·lícula en llengua no catalana,Pol,Home
2018,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),La librería,Isabel Coixet,FALSE,Millor Pel·lícula en llengua no catalana,Isabel,Dona
2018,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),La llamada,Javier Ambrossi,FALSE,Millor Pel·lícula en llengua no catalana,Javier,Home
2018,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),La llamada,Javier Calvo,FALSE,Millor Pel·lícula en llengua no catalana,Javier,Home
2018,Best Original Score (Millor Música Original),La librería,Alfonso de Vilallonga,TRUE,Millor Música Original,Alfonso,Home
2009,Best European Film (Millor Pel·lícula Europea),La duquesa de Langeais,Pascal Bonitzer,FALSE,Millor Pel·lícula Europea,Pascal,Home
2012,Best Documentary (Millor Pel·lícula Documental),Enxaneta,Paulí Subirà,FALSE,Millor Pel·lícula Documental,Pauli,Home
2018,Best Original Score (Millor Música Original),Verano 1993,Ernest Pipó,FALSE,Millor Música Original,Ernest,Home
2018,Best Original Score (Millor Música Original),Verano 1993,Pau Boïgues,FALSE,Millor Música Original,Pau,Home
2018,Best Production Manager (Millor Direcció de Producció),Incierta gloria,Aleix Castellón,TRUE,Millor Direcció de Producció,Aleix,Home
2018,Best Production Manager (Millor Direcció de Producció),La librería,Jordi Berenguer,FALSE,Millor Direcció de Producció,Jordi,Home
2018,Best Production Manager (Millor Direcció de Producció),La librería,Alex Boyd,FALSE,Millor Direcció de Producció,Alex,Home
2018,Best Production Manager (Millor Direcció de Producció),Tierra firme,Sergi Moreno,FALSE,Millor Direcció de Producció,Sergi,Home
2018,Best Production Manager (Millor Direcció de Producció),Tierra firme,Sophie Venner,FALSE,Millor Direcció de Producció,Sophie,Dona
2018,Best Production Manager (Millor Direcció de Producció),Verano 1993,Mireia Graell Vivancos,FALSE,Millor Direcció de Producció,Mireia,Dona
2018,Best Screenplay (Millor Guió),Verano 1993,Carla Simón,TRUE,Millor Guió,Carla,Dona
2018,Best Screenplay (Millor Guió),Incierta gloria,Agustí Villaronga,FALSE,Millor Guió,Agusti,Home
2018,Best Screenplay (Millor Guió),Incierta gloria,Coral Cruz,FALSE,Millor Guió,Coral,Dona
2018,Best Screenplay (Millor Guió),La librería,Isabel Coixet,FALSE,Millor Guió,Isabel,Dona
2018,Best Screenplay (Millor Guió),Tierra firme,Carlos Marques-Marcet,FALSE,Millor Guió,Carlos,Home
2015,Best European Film (Millor Pel·lícula Europea),Ida,Pawel Pawlikowski,FALSE,Millor Pel·lícula Europea,Pawel,Home
2018,Best Short Film (Millor Curtmetratge),Los desheredados,Laura Ferrés,TRUE,Millor Curtmetratge,Laura,Dona
2018,Best Short Film (Millor Curtmetratge),Cunetas,Pau Teixidor,FALSE,Millor Curtmetratge,Pau,Home
2018,Best Short Film (Millor Curtmetratge),Cunetas,Albert Auladell,FALSE,Millor Curtmetratge,Albert,Home
2018,Best Short Film (Millor Curtmetratge),La inútil,Belén Funes,FALSE,Millor Curtmetratge,Belen,Dona
2018,Best Short Film (Millor Curtmetratge),La inútil,Marçal Cebrian,FALSE,Millor Curtmetratge,Marcal,Home
2018,Best Short Film (Millor Curtmetratge),Les bones nenes,Clara Roquet,FALSE,Millor Curtmetratge,Clara,Dona
2018,Best Short Film (Millor Curtmetratge),Les bones nenes,Eduard Sola,FALSE,Millor Curtmetratge,Eduard,Home
2018,Best Sound (Millor So),Incierta gloria,Xavier Mas,TRUE,Millor So,Xavier,Home
2018,Best Sound (Millor So),Incierta gloria,Fernando Novillo,TRUE,Millor So,Fernando,Home
2018,Best Sound (Millor So),Incierta gloria,Ricardo Galcerán,TRUE,Millor So,Ricardo,Home
2018,Best Sound (Millor So),La librería,Albert Gay,FALSE,Millor So,Albert,Home
2018,Best Sound (Millor So),La librería,Enrique G. Bermejo,FALSE,Millor So,Enrique,Home
2018,Best Sound (Millor So),La librería,Carlos Jiménez,FALSE,Millor So,Carlos,Home
2018,Best Sound (Millor So),Tierra firme,Diego Casares,FALSE,Millor So,Diego,Home
2018,Best Sound (Millor So),Tierra firme,Jonathan Darch,FALSE,Millor So,Jonathan,Home
2018,Best Sound (Millor So),Tierra firme,Dani Zacarías,FALSE,Millor So,Dani,Home
2018,Best Sound (Millor So),Verano 1993,Eva Valiño,FALSE,Millor So,Eva,Dona
2018,Best Sound (Millor So),Verano 1993,Roger Blasco,FALSE,Millor So,Roger,Home
2018,Best Sound (Millor So),Verano 1993,Carlos Jiménez,FALSE,Millor So,Carlos,Home
2018,Best TV-Movie (Millor Pel·lícula per a Televisió),La llum d'Elna,Sílvia Quer,TRUE,Millor Pel·lícula per a Televisió,Silvia,Dona
2018,Best TV-Movie (Millor Pel·lícula per a Televisió),La llum d'Elna,Margarita Melgar,TRUE,Millor Pel·lícula per a Televisió,Margarita,Dona
2018,Best TV-Movie (Millor Pel·lícula per a Televisió),Amics per sempre,Román Parrado,FALSE,Millor Pel·lícula per a Televisió,Roman,Home
2018,Best TV-Movie (Millor Pel·lícula per a Televisió),Amics per sempre,Alfred Pérez Fargas,FALSE,Millor Pel·lícula per a Televisió,Alfred,Home
2018,Best TV-Movie (Millor Pel·lícula per a Televisió),Amics per sempre,Roger Danès,FALSE,Millor Pel·lícula per a Televisió,Roger,Home
2018,Best TV-Movie (Millor Pel·lícula per a Televisió),"Pau, la força d'un silenci",Manuel Huerga,FALSE,Millor Pel·lícula per a Televisió,Manuel,Home
2018,Best TV-Movie (Millor Pel·lícula per a Televisió),"Pau, la força d'un silenci",María Jaén,FALSE,Millor Pel·lícula per a Televisió,Maria,Dona
